library,sample,sample_type,sort_bin,concentration,date,number_cells,R1
lib47_SARSr-wts,SARS2mono_01_bin3,SARS2mono,3,1,220411,413080,/shared/ngs/illumina/tstarr/220427_VH00319_200_AAATTVLM5/Unaligned/Project_tstarr/220411_s26_b3_S35_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_01_bin4,SARS2mono,4,1,220411,549546,/shared/ngs/illumina/tstarr/220427_VH00319_200_AAATTVLM5/Unaligned/Project_tstarr/220411_s26_b4_S36_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_02_bin1,SARS2mono,1,2,220411,20377,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s27_b1_S37_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_02_bin2,SARS2mono,2,2,220411,187839,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s27_b2_S38_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_02_bin3,SARS2mono,3,2,220411,728403,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s27_b3_S39_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_02_bin4,SARS2mono,4,2,220411,125601,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s27_b4_S40_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_03_bin1,SARS2mono,1,3,220411,111215,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s28_b1_S41_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_03_bin2,SARS2mono,2,3,220411,659374,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s28_b2_S42_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_03_bin3,SARS2mono,3,3,220411,223291,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s28_b3_S43_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_03_bin4,SARS2mono,4,3,220411,29586,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s28_b4_S44_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_04_bin1,SARS2mono,1,4,220411,506687,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s29_b1_S45_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_04_bin2,SARS2mono,2,4,220411,478830,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s29_b2_S46_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_04_bin3,SARS2mono,3,4,220411,91166,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s29_b3_S47_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_04_bin4,SARS2mono,4,4,220411,5,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s29_b4_S48_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_05_bin1,SARS2mono,1,5,220411,1022116,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b1_S65_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_05_bin2,SARS2mono,2,5,220411,36481,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b2_S66_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_05_bin3,SARS2mono,3,5,220411,26,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b3_S67_R1_001.fastq.gz
lib47_SARSr-wts,SARS2mono_05_bin4,SARS2mono,4,5,220411,12,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b4_S68_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_01_bin1,RmYN02mono,1,1,220411,8624,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s30_b1_S49_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_01_bin2,RmYN02mono,2,1,220411,62417,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s30_b2_S50_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_01_bin3,RmYN02mono,3,1,220411,563380,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s30_b3_S51_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_01_bin4,RmYN02mono,4,1,220411,386889,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s30_b4_S52_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_02_bin1,RmYN02mono,1,2,220411,44351,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s31_b1_S53_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_02_bin2,RmYN02mono,2,2,220411,338774,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s31_b2_S54_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_02_bin3,RmYN02mono,3,2,220411,585676,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s31_b3_S55_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_02_bin4,RmYN02mono,4,2,220411,133282,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s31_b4_S56_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_03_bin1,RmYN02mono,1,3,220411,186775,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s32_b1_S57_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_03_bin2,RmYN02mono,2,3,220411,626453,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s32_b2_S58_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_03_bin3,RmYN02mono,3,3,220411,249594,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s32_b3_S59_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_03_bin4,RmYN02mono,4,3,220411,6583,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s32_b4_S60_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_04_bin1,RmYN02mono,1,4,220411,617543,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s33_b1_S61_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_04_bin2,RmYN02mono,2,4,220411,381880,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s33_b2_S62_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_04_bin3,RmYN02mono,3,4,220411,42226,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s33_b3_S63_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_04_bin4,RmYN02mono,4,4,220411,11,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s33_b4_S64_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_05_bin1,RmYN02mono,1,5,220411,1022116,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b1_S65_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_05_bin2,RmYN02mono,2,5,220411,36481,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b2_S66_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_05_bin3,RmYN02mono,3,5,220411,26,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b3_S67_R1_001.fastq.gz
lib47_SARSr-wts,RmYN02mono_05_bin4,RmYN02mono,4,5,220411,12,/shared/ngs/illumina/tstarr/220426_VH00699_109_AAAYMNYM5/Unaligned/Project_tstarr/220411_s34_b4_S68_R1_001.fastq.gz
